customer_id,customer_name,email,gender,age,city,signup_date,customer_segment
10052,Customer_52,customer52@email.com,Female,53,Delhi,2022-08-18,Premium
10053,Customer_53,customer53@email.com,Male,42,Kolkata,2024-03-28,Regular
10054,Customer_54,customer54@email.com,Female,54,Pune,2022-09-06,New
10055,Customer_55,customer55@email.com,Male,18,Jaipur,2024-01-12,New
10056,Customer_56,customer56@email.com,Female,32,Chennai,2023-11-12,New
10057,Customer_57,customer57@email.com,Female,54,Ahmedabad,2024-03-01,New
10058,Customer_58,customer58@email.com,Male,30,Chennai,2022-04-10,New
10059,Customer_59,customer59@email.com,Male,57,Chennai,2023-08-13,New
10060,Customer_60,customer60@email.com,Male,25,Bangalore,2023-07-19,New
10061,Customer_61,customer61@email.com,Male,22,Mumbai,2023-03-10,New
10062,Customer_62,customer62@email.com,Male,26,Delhi,2022-01-30,Premium
10063,Customer_63,customer63@email.com,Male,18,Kolkata,2024-02-18,Regular
10064,Customer_64,customer64@email.com,Male,53,Mumbai,2021-09-03,Premium
10065,Customer_65,customer65@email.com,Male,52,Jaipur,2022-07-22,New
10066,Customer_66,customer66@email.com,Female,19,Chennai,2021-02-07,Regular
10067,Customer_67,customer67@email.com,Female,57,Bangalore,2021-09-02,New
10068,Customer_68,customer68@email.com,Male,40,Jaipur,2021-01-21,New
10069,Customer_69,customer69@email.com,Female,26,Ahmedabad,2024-02-08,New
10070,Customer_70,customer70@email.com,Female,51,Delhi,2022-01-29,Premium
10071,Customer_71,customer71@email.com,Female,63,Kolkata,2023-09-14,Premium
10072,Customer_72,customer72@email.com,Female,31,Ahmedabad,2021-01-08,New
10073,Customer_73,customer73@email.com,Male,21,Bangalore,2021-11-24,New
10074,Customer_74,customer74@email.com,Female,47,Delhi,2021-10-17,Regular
10075,Customer_75,customer75@email.com,Male,48,Jaipur,2022-05-26,New
10076,Customer_76,customer76@email.com,Female,55,Chennai,2023-07-01,New
10077,Customer_77,customer77@email.com,Female,28,Chennai,2021-12-27,New
10078,Customer_78,customer78@email.com,Female,52,Lucknow,2022-12-17,Regular
10079,Customer_79,customer79@email.com,Male,25,Chennai,2021-08-07,New
10080,Customer_80,customer80@email.com,Female,20,Hyderabad,2022-02-10,New
10081,Customer_81,customer81@email.com,Male,31,Chennai,2023-01-23,New
10082,Customer_82,customer82@email.com,Female,30,Hyderabad,2023-07-12,Regular
10083,Customer_83,customer83@email.com,Male,62,Pune,2023-04-12,Premium
10084,Customer_84,customer84@email.com,Female,49,Hyderabad,2023-03-05,New
10085,Customer_85,customer85@email.com,Male,51,Delhi,2022-08-18,Premium
10086,Customer_86,customer86@email.com,Male,62,Ahmedabad,2021-04-17,Regular
10087,Customer_87,customer87@email.com,Female,36,Delhi,2022-08-04,Premium
10088,Customer_88,customer88@email.com,Male,55,Ahmedabad,2022-09-01,Regular
10089,Customer_89,customer89@email.com,Female,33,Lucknow,2021-01-08,Regular
10090,Customer_90,customer90@email.com,Female,19,Pune,2023-03-17,Premium
10091,Customer_91,customer91@email.com,Female,57,Ahmedabad,2021-07-08,New
10092,Customer_92,customer92@email.com,Female,34,Ahmedabad,2021-03-22,Regular
10093,Customer_93,customer93@email.com,Female,51,Bangalore,2021-04-18,Premium
10094,Customer_94,customer94@email.com,Female,59,Mumbai,2022-11-17,Regular
10095,Customer_95,customer95@email.com,Female,33,Mumbai,2021-12-12,Premium
10096,Customer_96,customer96@email.com,Female,55,Bangalore,2021-11-24,Regular
10097,Customer_97,customer97@email.com,Female,19,Chennai,2022-07-09,Premium
10098,Customer_98,customer98@email.com,Female,19,Bangalore,2021-10-29,Regular
10099,Customer_99,customer99@email.com,Female,43,Ahmedabad,2021-07-19,Regular
10100,Customer_100,customer100@email.com,Male,30,Ahmedabad,2023-06-12,Regular
10101,Customer_101,customer101@email.com,Male,64,Bangalore,2023-11-29,Premium
10102,Customer_102,customer102@email.com,Female,48,Bangalore,2021-11-03,Regular
10103,Customer_103,customer103@email.com,Female,51,Chennai,2023-10-25,Regular
10104,Customer_104,customer104@email.com,Female,56,Delhi,2024-01-06,Regular
10105,Customer_105,customer105@email.com,Female,20,Pune,2022-04-13,New
10106,Customer_106,customer106@email.com,Female,25,Jaipur,2021-06-28,New
10107,Customer_107,customer107@email.com,Female,40,Ahmedabad,2022-10-07,Premium
10108,Customer_108,customer108@email.com,Female,31,Pune,2021-10-03,Regular
10109,Customer_109,customer109@email.com,Female,44,Bangalore,2024-03-21,New
10110,Customer_110,customer110@email.com,Male,46,Chennai,2024-04-02,New
10111,Customer_111,customer111@email.com,Female,56,Hyderabad,2022-09-13,Regular
10112,Customer_112,customer112@email.com,Male,56,Chennai,2022-09-30,Regular
10113,Customer_113,customer113@email.com,Female,18,Kolkata,2023-07-19,Regular
10114,Customer_114,customer114@email.com,Female,34,Kolkata,2021-07-02,Regular
10115,Customer_115,customer115@email.com,Male,58,Pune,2021-03-13,New
10116,Customer_116,customer116@email.com,Female,47,Mumbai,2022-12-20,New
10117,Customer_117,customer117@email.com,Male,30,Kolkata,2024-04-11,New
10118,Customer_118,customer118@email.com,Female,38,Kolkata,2022-12-27,Regular
10119,Customer_119,customer119@email.com,Female,36,Delhi,2021-09-26,New
10120,Customer_120,customer120@email.com,Male,36,Hyderabad,2023-11-10,Regular
10121,Customer_121,customer121@email.com,Female,42,Delhi,2022-08-01,Regular
10122,Customer_122,customer122@email.com,Male,39,Hyderabad,2023-09-22,Regular
10123,Customer_123,customer123@email.com,Female,48,Lucknow,2023-03-26,Premium
10124,Customer_124,customer124@email.com,Male,34,Jaipur,2021-05-27,New
10125,Customer_125,customer125@email.com,Male,40,Ahmedabad,2024-04-03,Regular
10126,Customer_126,customer126@email.com,Female,49,Kolkata,2023-06-09,New
10127,Customer_127,customer127@email.com,Female,27,Ahmedabad,2021-11-06,New
10128,Customer_128,customer128@email.com,Male,27,Kolkata,2022-06-02,Regular
10129,Customer_129,customer129@email.com,Female,53,Delhi,2021-01-14,New
10130,Customer_130,customer130@email.com,Female,25,Jaipur,2021-05-12,Regular
10131,Customer_131,customer131@email.com,Female,37,Delhi,2023-01-25,Regular
10132,Customer_132,customer132@email.com,Male,49,Delhi,2022-03-15,New
10133,Customer_133,customer133@email.com,Male,31,Hyderabad,2023-01-13,New
10134,Customer_134,customer134@email.com,Male,45,Mumbai,2023-01-10,Regular
10135,Customer_135,customer135@email.com,Male,63,Chennai,2023-03-06,Regular
10136,Customer_136,customer136@email.com,Male,41,Pune,2021-09-20,Regular
10137,Customer_137,customer137@email.com,Male,32,Ahmedabad,2022-10-05,Regular
10138,Customer_138,customer138@email.com,Male,39,Lucknow,2021-09-15,Regular
10139,Customer_139,customer139@email.com,Male,47,Kolkata,2022-02-13,Regular
10140,Customer_140,customer140@email.com,Male,21,Delhi,2023-09-02,New
10141,Customer_141,customer141@email.com,Female,30,Mumbai,2023-11-14,Regular
10142,Customer_142,customer142@email.com,Male,40,Delhi,2021-09-28,Regular
10143,Customer_143,customer143@email.com,Female,25,Jaipur,2024-01-24,Regular
10144,Customer_144,customer144@email.com,Female,35,Hyderabad,2021-05-22,Regular
10145,Customer_145,customer145@email.com,Female,29,Lucknow,2023-06-21,Premium
10146,Customer_146,customer146@email.com,Male,48,Chennai,2023-09-01,New
10147,Customer_147,customer147@email.com,Male,31,Jaipur,2024-01-10,Premium
10148,Customer_148,customer148@email.com,Male,51,Bangalore,2021-10-01,Regular
10149,Customer_149,customer149@email.com,Male,35,Lucknow,2021-10-03,Regular
10150,Customer_150,customer150@email.com,Female,51,Delhi,2022-04-10,New
10151,Customer_151,customer151@email.com,Male,28,Jaipur,2023-11-29,New
10152,Customer_152,customer152@email.com,Male,58,Chennai,2021-10-15,Regular
10153,Customer_153,customer153@email.com,Male,29,Mumbai,2024-02-22,Regular
10154,Customer_154,customer154@email.com,Male,32,Mumbai,2023-05-26,New
10155,Customer_155,customer155@email.com,Male,48,Ahmedabad,2023-05-28,Regular
10156,Customer_156,customer156@email.com,Female,46,Chennai,2021-06-29,New
10157,Customer_157,customer157@email.com,Male,43,Mumbai,2024-01-26,Premium
10158,Customer_158,customer158@email.com,Female,35,Jaipur,2024-01-03,Premium
10159,Customer_159,customer159@email.com,Male,49,Ahmedabad,2022-03-23,New
10160,Customer_160,customer160@email.com,Female,39,Mumbai,2023-02-24,Premium
10161,Customer_161,customer161@email.com,Male,55,Lucknow,2022-07-15,Premium
10162,Customer_162,customer162@email.com,Male,34,Hyderabad,2022-04-29,New
10163,Customer_163,customer163@email.com,Female,40,Bangalore,2023-04-29,Regular
10164,Customer_164,customer164@email.com,Female,41,Chennai,2022-12-23,Regular
10165,Customer_165,customer165@email.com,Female,25,Jaipur,2021-04-26,Regular
10166,Customer_166,customer166@email.com,Male,58,Kolkata,2022-06-19,New
10167,Customer_167,customer167@email.com,Female,23,Delhi,2024-01-27,New
10168,Customer_168,customer168@email.com,Male,22,Jaipur,2022-02-11,Regular
10169,Customer_169,customer169@email.com,Male,61,Mumbai,2022-11-25,New
10170,Customer_170,customer170@email.com,Female,46,Jaipur,2024-03-17,Regular
10171,Customer_171,customer171@email.com,Female,45,Kolkata,2022-05-10,New
10172,Customer_172,customer172@email.com,Male,28,Delhi,2023-08-06,Regular
10173,Customer_173,customer173@email.com,Male,18,Ahmedabad,2021-01-23,Premium
10174,Customer_174,customer174@email.com,Female,60,Mumbai,2024-02-03,Regular
10175,Customer_175,customer175@email.com,Female,36,Pune,2022-07-12,Regular
10176,Customer_176,customer176@email.com,Female,26,Mumbai,2023-07-30,Premium
10177,Customer_177,customer177@email.com,Male,44,Bangalore,2023-05-05,Premium
10178,Customer_178,customer178@email.com,Male,51,Pune,2023-11-05,New
10179,Customer_179,customer179@email.com,Male,61,Bangalore,2023-06-10,Regular
10180,Customer_180,customer180@email.com,Male,21,Kolkata,2021-03-19,Premium
10181,Customer_181,customer181@email.com,Male,53,Chennai,2023-03-18,New
10182,Customer_182,customer182@email.com,Male,35,Delhi,2023-11-08,New
10183,Customer_183,customer183@email.com,Female,32,Hyderabad,2023-02-07,New
10184,Customer_184,customer184@email.com,Male,30,Ahmedabad,2022-03-30,New
10185,Customer_185,customer185@email.com,Male,36,Hyderabad,2023-07-17,Regular
10186,Customer_186,customer186@email.com,Male,23,Lucknow,2021-10-04,Regular
10187,Customer_187,customer187@email.com,Female,29,Lucknow,2023-11-17,Premium
10188,Customer_188,customer188@email.com,Male,54,Kolkata,2022-05-29,Regular
10189,Customer_189,customer189@email.com,Male,34,Chennai,2022-04-09,New
10190,Customer_190,customer190@email.com,Female,40,Lucknow,2023-03-18,New
10191,Customer_191,customer191@email.com,Male,43,Mumbai,2023-04-04,Premium
10192,Customer_192,customer192@email.com,Male,46,Jaipur,2021-12-29,New
10193,Customer_193,customer193@email.com,Male,50,Bangalore,2023-01-21,New
10194,Customer_194,customer194@email.com,Male,44,Lucknow,2022-06-09,Premium
10195,Customer_195,customer195@email.com,Male,42,Kolkata,2021-02-25,Regular
10196,Customer_196,customer196@email.com,Female,27,Bangalore,2022-05-04,New
10197,Customer_197,customer197@email.com,Female,64,Mumbai,2023-11-18,Premium
10198,Customer_198,customer198@email.com,Female,40,Chennai,2022-12-23,Premium
10199,Customer_199,customer199@email.com,Male,38,Delhi,2021-02-10,New
10200,Customer_200,customer200@email.com,Male,38,Hyderabad,2023-10-01,Premium
10201,Customer_201,customer201@email.com,Male,60,Mumbai,2021-09-17,New
10202,Customer_202,customer202@email.com,Female,30,Ahmedabad,2022-03-17,Regular
10203,Customer_203,customer203@email.com,Male,54,Pune,2023-07-15,Premium
10204,Customer_204,customer204@email.com,Male,50,Kolkata,2023-05-06,Premium
10205,Customer_205,customer205@email.com,Female,41,Hyderabad,2021-03-25,New
10206,Customer_206,customer206@email.com,Male,61,Ahmedabad,2021-02-15,New
10207,Customer_207,customer207@email.com,Female,28,Delhi,2022-03-16,New
10208,Customer_208,customer208@email.com,Female,34,Ahmedabad,2023-09-13,Regular
10209,Customer_209,customer209@email.com,Female,21,Chennai,2021-05-16,New
10210,Customer_210,customer210@email.com,Male,64,Pune,2024-04-10,Regular
10211,Customer_211,customer211@email.com,Male,42,Bangalore,2023-06-28,New
10212,Customer_212,customer212@email.com,Male,47,Hyderabad,2023-05-11,Regular
10213,Customer_213,customer213@email.com,Male,26,Pune,2023-02-27,New
10214,Customer_214,customer214@email.com,Male,38,Jaipur,2022-08-13,Regular
10215,Customer_215,customer215@email.com,Male,37,Mumbai,2023-08-14,New
10216,Customer_216,customer216@email.com,Male,36,Jaipur,2022-11-21,New
10217,Customer_217,customer217@email.com,Female,36,Mumbai,2022-06-23,Premium
10218,Customer_218,customer218@email.com,Male,29,Chennai,2024-02-18,Regular
10219,Customer_219,customer219@email.com,Female,54,Pune,2022-12-09,New
10220,Customer_220,customer220@email.com,Male,59,Delhi,2021-10-22,New
10221,Customer_221,customer221@email.com,Male,34,Lucknow,2021-02-22,Regular
10222,Customer_222,customer222@email.com,Male,54,Ahmedabad,2023-03-17,New
10223,Customer_223,customer223@email.com,Female,56,Lucknow,2021-02-21,Regular
10224,Customer_224,customer224@email.com,Female,45,Pune,2022-12-29,Regular
10225,Customer_225,customer225@email.com,Female,58,Jaipur,2021-03-13,New
10226,Customer_226,customer226@email.com,Female,52,Lucknow,2021-01-28,Regular
10227,Customer_227,customer227@email.com,Male,64,Kolkata,2022-04-14,Regular
10228,Customer_228,customer228@email.com,Female,35,Lucknow,2023-02-03,Premium
10229,Customer_229,customer229@email.com,Male,31,Mumbai,2023-06-05,New
10230,Customer_230,customer230@email.com,Male,52,Kolkata,2023-07-01,Regular
10231,Customer_231,customer231@email.com,Female,61,Hyderabad,2022-07-01,New
10232,Customer_232,customer232@email.com,Female,58,Lucknow,2021-07-20,Regular
10233,Customer_233,customer233@email.com,Female,24,Kolkata,2023-03-31,Premium
10234,Customer_234,customer234@email.com,Female,58,Pune,2022-07-14,New
10235,Customer_235,customer235@email.com,Female,30,Ahmedabad,2022-01-14,Premium
10236,Customer_236,customer236@email.com,Female,35,Hyderabad,2023-12-12,Regular
10237,Customer_237,customer237@email.com,Female,54,Delhi,2021-03-20,Premium
10238,Customer_238,customer238@email.com,Female,30,Delhi,2023-04-14,Regular
10239,Customer_239,customer239@email.com,Male,53,Chennai,2023-10-29,New
10240,Customer_240,customer240@email.com,Female,48,Lucknow,2021-01-25,New
10241,Customer_241,customer241@email.com,Female,19,Ahmedabad,2022-03-26,New
10242,Customer_242,customer242@email.com,Male,33,Bangalore,2023-02-07,New
10243,Customer_243,customer243@email.com,Female,26,Kolkata,2023-01-25,Regular
10244,Customer_244,customer244@email.com,Male,26,Hyderabad,2021-07-17,Regular
10245,Customer_245,customer245@email.com,Male,55,Pune,2024-01-23,Premium
10246,Customer_246,customer246@email.com,Female,28,Lucknow,2022-03-13,Regular
10247,Customer_247,customer247@email.com,Male,39,Pune,2022-11-21,Regular
10248,Customer_248,customer248@email.com,Male,50,Bangalore,2022-08-10,Premium
10249,Customer_249,customer249@email.com,Male,53,Chennai,2021-04-14,Premium
10250,Customer_250,customer250@email.com,Male,62,Bangalore,2022-09-19,New
10251,Customer_251,customer251@email.com,Female,40,Mumbai,2023-11-29,Regular
10252,Customer_252,customer252@email.com,Male,62,Jaipur,2022-04-03,New
10253,Customer_253,customer253@email.com,Female,62,Hyderabad,2021-12-30,New
10254,Customer_254,customer254@email.com,Male,51,Jaipur,2021-05-15,New
10255,Customer_255,customer255@email.com,Male,26,Bangalore,2022-01-09,Regular
10256,Customer_256,customer256@email.com,Male,41,Chennai,2021-02-08,Regular
10257,Customer_257,customer257@email.com,Male,25,Chennai,2023-03-30,Regular
10258,Customer_258,customer258@email.com,Female,24,Delhi,2021-02-16,Premium
10259,Customer_259,customer259@email.com,Female,53,Lucknow,2021-02-05,New
10260,Customer_260,customer260@email.com,Male,35,Delhi,2021-04-05,Regular
10261,Customer_261,customer261@email.com,Male,20,Hyderabad,2023-09-12,Regular
10262,Customer_262,customer262@email.com,Female,45,Hyderabad,2024-03-15,New
10263,Customer_263,customer263@email.com,Male,23,Hyderabad,2022-01-03,Regular
10264,Customer_264,customer264@email.com,Male,61,Pune,2021-03-06,New
10265,Customer_265,customer265@email.com,Male,61,Delhi,2023-01-24,Premium
10266,Customer_266,customer266@email.com,Female,38,Pune,2023-03-27,New
10267,Customer_267,customer267@email.com,Female,45,Jaipur,2023-01-26,New
10268,Customer_268,customer268@email.com,Female,57,Lucknow,2021-06-30,Regular
10269,Customer_269,customer269@email.com,Male,18,Bangalore,2022-08-20,New
10270,Customer_270,customer270@email.com,Male,53,Kolkata,2024-03-24,New
10271,Customer_271,customer271@email.com,Female,38,Delhi,2023-02-26,Regular
10272,Customer_272,customer272@email.com,Female,60,Kolkata,2022-09-19,New
10273,Customer_273,customer273@email.com,Female,52,Chennai,2024-01-28,Regular
10274,Customer_274,customer274@email.com,Female,30,Delhi,2022-09-08,Regular
10275,Customer_275,customer275@email.com,Male,27,Jaipur,2021-04-22,Regular
10276,Customer_276,customer276@email.com,Female,61,Delhi,2022-03-29,Regular
10277,Customer_277,customer277@email.com,Male,64,Pune,2023-01-26,New
10278,Customer_278,customer278@email.com,Female,27,Lucknow,2024-04-07,New
10279,Customer_279,customer279@email.com,Male,63,Bangalore,2022-08-07,Regular
10280,Customer_280,customer280@email.com,Female,30,Ahmedabad,2021-05-19,Premium
10281,Customer_281,customer281@email.com,Female,54,Bangalore,2021-08-19,New
10282,Customer_282,customer282@email.com,Female,55,Bangalore,2023-09-11,Regular
10283,Customer_283,customer283@email.com,Female,41,Chennai,2021-09-10,Regular
10284,Customer_284,customer284@email.com,Male,19,Jaipur,2022-07-15,Regular
10285,Customer_285,customer285@email.com,Female,39,Kolkata,2021-03-13,Regular
10286,Customer_286,customer286@email.com,Male,34,Jaipur,2021-08-10,New
10287,Customer_287,customer287@email.com,Male,53,Ahmedabad,2024-01-06,Regular
10288,Customer_288,customer288@email.com,Male,31,Chennai,2021-03-03,New
10289,Customer_289,customer289@email.com,Male,27,Lucknow,2024-03-26,Regular
10290,Customer_290,customer290@email.com,Female,52,Bangalore,2023-03-17,Regular
10291,Customer_291,customer291@email.com,Male,42,Pune,2021-05-05,Regular
10292,Customer_292,customer292@email.com,Male,20,Chennai,2023-01-11,New
10293,Customer_293,customer293@email.com,Male,64,Hyderabad,2021-06-10,Premium
10294,Customer_294,customer294@email.com,Female,55,Delhi,2022-06-25,Premium
10295,Customer_295,customer295@email.com,Female,34,Jaipur,2022-09-18,Regular
10296,Customer_296,customer296@email.com,Female,29,Chennai,2021-04-16,Regular
10297,Customer_297,customer297@email.com,Female,41,Hyderabad,2024-02-29,New
10298,Customer_298,customer298@email.com,Male,46,Kolkata,2023-02-15,Premium
10299,Customer_299,customer299@email.com,Male,60,Ahmedabad,2021-01-02,Regular
10300,Customer_300,customer300@email.com,Female,42,Ahmedabad,2021-08-21,Premium
10301,Customer_301,customer301@email.com,Male,53,Bangalore,2022-01-04,New
10302,Customer_302,customer302@email.com,Male,43,Bangalore,2023-08-04,New
10303,Customer_303,customer303@email.com,Male,55,Chennai,2024-02-06,Premium
10304,Customer_304,customer304@email.com,Female,18,Chennai,2021-06-29,Regular
10305,Customer_305,customer305@email.com,Female,37,Lucknow,2021-10-20,New
10306,Customer_306,customer306@email.com,Male,45,Delhi,2022-08-07,New
10307,Customer_307,customer307@email.com,Female,33,Mumbai,2023-03-06,Regular
10308,Customer_308,customer308@email.com,Female,64,Kolkata,2021-06-24,New
10309,Customer_309,customer309@email.com,Female,34,Bangalore,2021-05-03,Regular
10310,Customer_310,customer310@email.com,Female,57,Mumbai,2021-08-15,Regular
10311,Customer_311,customer311@email.com,Female,45,Mumbai,2022-03-20,Regular
10312,Customer_312,customer312@email.com,Male,29,Delhi,2022-03-04,New
10313,Customer_313,customer313@email.com,Female,44,Pune,2024-01-12,Premium
10314,Customer_314,customer314@email.com,Male,59,Pune,2023-02-04,New
10315,Customer_315,customer315@email.com,Male,64,Bangalore,2022-09-24,Regular
10316,Customer_316,customer316@email.com,Female,47,Hyderabad,2021-03-06,New
10317,Customer_317,customer317@email.com,Male,58,Delhi,2022-03-04,Regular
10318,Customer_318,customer318@email.com,Male,51,Delhi,2022-09-10,Premium
10319,Customer_319,customer319@email.com,Male,54,Jaipur,2023-07-14,Regular
10320,Customer_320,customer320@email.com,Female,23,Mumbai,2023-03-23,Regular
10321,Customer_321,customer321@email.com,Female,24,Jaipur,2021-04-17,Regular
10322,Customer_322,customer322@email.com,Male,49,Mumbai,2022-10-21,Regular
10323,Customer_323,customer323@email.com,Female,49,Pune,2024-03-28,Premium
10324,Customer_324,customer324@email.com,Female,42,Bangalore,2021-09-22,Premium
10325,Customer_325,customer325@email.com,Female,50,Kolkata,2021-06-04,New
10326,Customer_326,customer326@email.com,Female,24,Pune,2023-11-03,Premium
10327,Customer_327,customer327@email.com,Male,29,Delhi,2023-06-15,New
10328,Customer_328,customer328@email.com,Male,33,Kolkata,2023-09-20,New
10329,Customer_329,customer329@email.com,Female,33,Chennai,2021-09-02,New
10330,Customer_330,customer330@email.com,Female,60,Kolkata,2022-01-21,New
10331,Customer_331,customer331@email.com,Male,53,Kolkata,2023-01-29,Regular
10332,Customer_332,customer332@email.com,Male,30,Pune,2022-02-18,Premium
10333,Customer_333,customer333@email.com,Female,24,Delhi,2022-12-16,Regular
10334,Customer_334,customer334@email.com,Male,53,Kolkata,2023-01-29,Regular
10335,Customer_335,customer335@email.com,Female,64,Pune,2023-01-17,Regular
10336,Customer_336,customer336@email.com,Female,26,Pune,2022-08-16,Regular
10337,Customer_337,customer337@email.com,Male,49,Kolkata,2023-04-19,New
10338,Customer_338,customer338@email.com,Male,28,Mumbai,2021-01-16,Regular
10339,Customer_339,customer339@email.com,Female,25,Delhi,2023-09-20,Regular
10340,Customer_340,customer340@email.com,Female,50,Ahmedabad,2023-12-05,Regular
10341,Customer_341,customer341@email.com,Male,40,Kolkata,2022-10-13,Regular
10342,Customer_342,customer342@email.com,Female,42,Jaipur,2021-05-28,Premium
10343,Customer_343,customer343@email.com,Male,25,Jaipur,2021-12-21,New
10344,Customer_344,customer344@email.com,Female,62,Chennai,2022-12-04,New
10345,Customer_345,customer345@email.com,Male,39,Delhi,2022-09-05,Regular
10346,Customer_346,customer346@email.com,Male,21,Pune,2021-04-15,Regular
10347,Customer_347,customer347@email.com,Male,57,Lucknow,2022-01-31,Premium
10348,Customer_348,customer348@email.com,Female,20,Bangalore,2022-08-29,New
10349,Customer_349,customer349@email.com,Female,46,Hyderabad,2023-05-01,New
10350,Customer_350,customer350@email.com,Male,58,Lucknow,2022-03-18,Premium
10351,Customer_351,customer351@email.com,Female,46,Delhi,2023-05-23,Regular
10352,Customer_352,customer352@email.com,Male,51,Delhi,2022-10-29,Regular
10353,Customer_353,customer353@email.com,Male,51,Kolkata,2023-11-18,New
10354,Customer_354,customer354@email.com,Female,45,Kolkata,2023-03-05,New
10355,Customer_355,customer355@email.com,Female,30,Lucknow,2022-04-20,Regular
10356,Customer_356,customer356@email.com,Male,32,Pune,2022-09-20,New
10357,Customer_357,customer357@email.com,Female,40,Chennai,2022-05-17,Premium
10358,Customer_358,customer358@email.com,Female,61,Kolkata,2021-12-14,Regular
10359,Customer_359,customer359@email.com,Male,43,Hyderabad,2023-10-15,New
10360,Customer_360,customer360@email.com,Male,21,Hyderabad,2022-07-24,Regular
10361,Customer_361,customer361@email.com,Female,43,Chennai,2022-11-26,Regular
10362,Customer_362,customer362@email.com,Male,57,Mumbai,2021-01-26,New
10363,Customer_363,customer363@email.com,Male,26,Mumbai,2024-01-06,New
10364,Customer_364,customer364@email.com,Female,22,Delhi,2021-08-05,Regular
10365,Customer_365,customer365@email.com,Male,49,Kolkata,2023-04-17,Regular
10366,Customer_366,customer366@email.com,Male,37,Jaipur,2023-02-13,Regular
